python2-incremental 17.5.0-4
python2-ipaddress 1.0.23-1
python2-lockfile 0.12.2-6
python2-more-itertools 5.0.0-1
python2-msgpack 0.6.2-3
python2-ordered-set 3.1.1-1
python2-packaging 20.0-1
python2-pathlib2 2.3.5-1
python2-pep517 0.6.0-3
python2-pip 19.3-1
python2-ply 3.11-4
python2-progress 1.5-3
python2-pyasn1 0.4.8-1
python2-pyasn1-modules 0.2.8-1
python2-pycparser 2.19-3
python2-pyhamcrest 1.9.0-5
python2-pyopenssl 19.1.0-1
python2-pyparsing 2.4.6-1
python2-pytoml 0.1.21-3
python2-requests 2.22.0-3
python2-retrying 1.3.3-6
python2-scandir 1.10.0-1
python2-service-identity 18.1.0-3
python2-setuptools 1:44.0.0-1
python2-six 1.14.0-1
python2-twisted 19.10.0-1
python2-urllib3 1.25.8-1
python2-webencodings 0.5.1-4
python2-wxpython3 3.0.2.0-2
python2-zipp 1.0.0-1
python2-zope-interface 4.7.1-1
qbittorrent 4.2.1-1
qca 2.2.1-4
qqc2-desktop-style 5.66.0-1
qrencode 4.0.2-1
qt5-base 5.14.0-3
qt5-declarative 5.14.0-3
qt5-graphicaleffects 5.14.0-1
qt5-location 5.14.0-1
qt5-multimedia 5.14.0-1
qt5-quickcontrols 5.14.0-1
qt5-quickcontrols2 5.14.0-1
qt5-script 5.14.0-1
qt5-sensors 5.14.0-1
qt5-speech 5.14.0-1
qt5-svg 5.14.0-1
qt5-wayland 5.14.0-3
qt5-webchannel 5.14.0-1
qt5-webengine 5.14.0-1
qt5-webkit 5.212.0alpha3-8
qt5-x11extras 5.14.0-1
ranger 1.9.2-2
raptor 2.0.15-12
rasqal 1:0.9.33-2
re2 20200101-1
readline 8.0.001-2
redland 1:1.0.17-7
reiserfsprogs 3.6.27-3
rest 0.8.1-1
rhash 1.3.9-1
rsync 3.1.3-3
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-5
ruby 2.7.0-1
rubygems 3.1.2-4
run-parts 4.8.6.1-2
runc 1.0.0rc10-1
rustup 1.21.1-3
s-nail 14.9.16-2
sbc 1.4-1
sddm 0.18.1-1
sddm-kcm 5.17.5-1
sdl 1.2.15-13
sdl2 2.0.10-1
sdl_image 1.2.12-5
sed 4.8-1
semver 7.1.1-1
serd 0.30.2-1
serf 1.3.9-3
setserial 2.17-5
shadow 4.8-1
shared-mime-info 1.15-2
signon-kwallet-extension 19.12.1-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20171022-1
signond 8.60-1
slang 2.3.2-1
smbclient 4.10.10-2
snappy 1.1.8-1
socat 1.7.3.4-1
solid 5.66.0-1
sonnet 5.66.0-1
sord 0.16.4-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
speex 1.2.0-2
speexdsp 1.2.0-1
spotify 1:1.1.10.546-2
sqlite 3.30.1-2
sratom 0.6.4-1
srt 1.4.1-1
startup-notification 0.12-6
steam 1.0.0.61-3
subversion 1.13.0-2
sudo 1.8.30-1
suitesparse 5.6.0-1
syntax-highlighting 5.66.0-1
sysfsutils 2.1.0-11
systemd 244.1-1
systemd-libs 244.1-1
systemd-sysvcompat 244.1-1
systemsettings 5.17.5-1
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.3.1-1
tar 1.32-3
tcl 8.6.10-1
tdb 1.3.18-4
tensorflow-opt 2.1.0-3
tevent 1:0.9.39-4
texinfo 6.7-2
texlive-bin 2019.51075-5
texlive-core 2019.52579-1
thin-provisioning-tools 0.8.5-3
threadweaver 5.66.0-1
time 1.9-2
tk 8.6.10-1
totem-pl-parser 3.26.4-1
tslib 1.21-1
ttf-meslo 1.2.1-1
ttf-ms-fonts 2.0-10
ttf-opensans 1.101-1
twolame 0.4.0-2
tzdata 2019c-3
udisks2 2.8.4-1
ufw 0.36-3
unibilium 2.0.0-2
unixodbc 2.3.7-2
unrar 1:5.8.5-1
unzip 6.0-13
upower 0.99.11-1
usbmuxd 1.1.0+66+g9af2b12-1
usbutils 012-2
user-manager 5.17.5-1
util-linux 2.35-1
v4l-utils 1.18.0-1
vcdimager 2.0.1-2
vid.stab 1.1-2
vim 8.2.0148-1
vim-runtime 8.2.0148-1
visual-studio-code-bin 1.41.1-1
visualvm 1.4.3-1
vlc 3.0.8-8
vmaf 1.3.15-1
volume_key 0.3.12-2
vulkan-icd-loader 1.2.131-1
w3m 0.5.3.git20190105-1
waf 2.0.19-1
wavpack 5.2.0-1
wayland 1.17.0-1
wayland-protocols 1.18-1
webkit2gtk 2.26.3-1
webrtc-audio-processing 0.3.1-1
wget 1.20.3-2
which 2.21-5
wildmidi 0.4.3-1
wine 5.0-1
wmctrl 1.07-5
woff2 1.0.2-1
wpa_supplicant 2:2.9-5
wpebackend-fdo 1.4.0-2
wxgtk-common 3.0.4-2
wxgtk2 3.0.4-2
wxgtk3 3.0.4-2
x264 3:0.159.r2991.1771b55-1
x265 3.2.1-1
xautomation 1.09-3
xcb-proto 1.13-4
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xclip 0.13-2
xdg-dbus-proxy 0.1.2-1
xdg-desktop-portal-kde 5.17.5-1
xdg-utils 1.1.3+18+g0547886-4
xdotool 3.20160805.1-2
xf86-input-libinput 0.29.0-1
xf86-video-vesa 2.4.0-2
xfsprogs 5.4.0-1
xkeyboard-config 2.28-1
xmlsec 1.2.29-1
xorg-bdftopcf 1.1-1
xorg-docs 1.7.1-2
xorg-font-util 1.3.2-1
xorg-font-utils 7.6-5
xorg-fonts-100dpi 1.0.3-4
xorg-fonts-75dpi 1.0.3-4
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.5-1
xorg-iceauth 1.0.8-1
xorg-luit 1.1.1-3
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.7-1
xorg-server-common 1.20.7-1
xorg-server-devel 1.20.7-1
xorg-server-xephyr 1.20.7-1
xorg-server-xnest 1.20.7-1
xorg-server-xvfb 1.20.7-1
xorg-server-xwayland 1.20.7-1
xorg-sessreg 1.1.2-1
xorg-setxkbmap 1.3.2-1
xorg-smproxy 1.0.6-2
xorg-util-macros 1.19.2-1
xorg-x11perf 1.6.1-1
xorg-xauth 1.1-1
xorg-xbacklight 1.2.3-1
xorg-xcmsdb 1.0.5-2
xorg-xcursorgen 1.0.7-1
xorg-xdpyinfo 1.3.2-3
xorg-xdriinfo 1.0.6-1
xorg-xev 1.2.3-1
xorg-xgamma 1.0.6-2
xorg-xhost 1.0.8-1
xorg-xinit 1.4.1-1
xorg-xinput 1.6.3-1
xorg-xkbcomp 1.4.2+7+g29fda8e-1
xorg-xkbevd 1.1.4-2
xorg-xkbutils 1.0.4-3
xorg-xkill 1.0.5-1
xorg-xlsatoms 1.1.3-1
xorg-xlsclients 1.1.4-1
xorg-xmessage 1.0.5-1
xorg-xmodmap 1.0.10-1
xorg-xpr 1.0.5-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.1-1
xorg-xrdb 1.2.0-1
xorg-xrefresh 1.0.6-1
xorg-xset 1.2.4-1
xorg-xsetroot 1.1.2-1
xorg-xvinfo 1.1.4-1
xorg-xwd 1.0.7-1
xorg-xwininfo 1.1.5-1
xorg-xwud 1.0.5-1
xorgproto 2019.2-2
xsettingsd 1.0.0-2
xvidcore 1.3.7-1
xz 5.2.4-2
yajl 2.1.0-2
yarn 1.21.1-1
yay 9.4.4-1
zbar 0.23-2
zenity 3.32.0+17+gfb0938f-1
zeromq 4.3.2-1
zlib 1:1.2.11-4
zsh 5.7.1-1
zstd 1.4.4-1
zvbi 0.2.35-3
zziplib 0.13.69-1
